player,team,position,spread,over_under,market,ud_line,pp_line,ud_delta,pp_delta,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_first_downs,rushing_epa,receptions,targets,receiving_yards,receiving_tds,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,racr,target_share,air_yards_share,wopr,fantasy_points,team_long
Dak Prescott,DAL,QB,3.5,52.5,passing_yards,263.5,260.5,29.5,32.5,2024,2,REG,NO,27,39,293,1,2,3,154,13,-8.37561,0,0.8878788,0.032024447,2,12,0,1,2.5945635,0,0,0,0,0,0,0,,,,,,12.92,Cowboys
Dak Prescott,DAL,QB,3.5,52.5,passing_yards,263.5,260.5,115.5,118.5,2024,3,REG,BAL,28,51,379,2,0,3,140,18,8.091161,0,0.78630704,0.06681283,2,7,1,1,0.6123026,0,0,0,0,0,0,0,,,,,,29.86,Cowboys
Dak Prescott,DAL,QB,3.5,52.5,passing_yards,263.5,260.5,-42.5,-39.5,2024,4,REG,NYG,22,27,221,2,0,1,114,9,10.952282,0,1.4832215,0.18069719,2,-1,0,0,-0.76085585,0,0,0,0,0,0,0,,,,,,16.74,Cowboys
Dak Prescott,DAL,QB,3.5,52.5,passing_yards,263.5,260.5,88.5,91.5,2024,5,REG,PIT,29,42,352,2,2,2,168,14,10.677303,0,1.181208,0.16773143,1,3,0,0,0.2599042,0,0,0,0,0,0,0,,,,,,16.38,Cowboys
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,3.5,1.5,2023,1,REG,KC,22,35,253,1,0,1,109,11,6.543757,0,1.0630252,0.09554566,5,-1,0,1,-4.454753,0,0,0,0,0,0,0,,,,,,14.02,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,73.5,71.5,2023,2,REG,SEA,28,35,323,3,1,2,111,17,8.152202,0,1.1137931,0.2338361,0,0,0,0,,0,0,0,0,0,0,0,,,,,,22.92,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,-6.5,-8.5,2023,3,REG,ATL,22,33,243,1,1,0,66,11,2.72069,0,0.8933824,0.10485839,5,3,1,1,-2.0350802,0,0,0,0,0,0,0,,,,,,18.02,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,-39.5,-41.5,2023,4,REG,GB,19,28,210,1,1,2,96,11,2.4591234,0,1.1666666,0.09015599,2,10,0,1,-2.1262524,0,0,0,0,0,0,0,,,,,,11.4,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,-13.5,-15.5,2023,5,REG,CAR,20,28,236,3,0,2,121,11,5.771698,0,1.4842768,0.13909887,2,0,1,1,0.68131185,0,0,0,0,0,0,0,,,,,,27.44,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,103.5,101.5,2023,6,REG,TB,30,44,353,2,0,3,172,16,17.925804,0,1.3074074,0.20126764,2,3,0,0,0.999712,0,0,0,0,0,0,0,,,,,,22.42,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,34.5,32.5,2023,7,REG,BAL,33,53,284,0,1,5,141,13,-12.379357,0,0.83284456,0.016896827,0,0,0,0,,0,0,0,0,0,0,0,,,,,,9.36,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,22.5,20.5,2023,8,REG,LV,26,37,272,1,1,0,176,17,2.3991141,0,1.5906433,0.17584822,2,-2,0,0,-2.0280478,0,0,0,0,0,0,0,,,,,,12.68,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,83.5,81.5,2023,10,REG,LAC,23,33,333,2,0,0,174,13,14.82673,0,1.3591837,0.20246045,3,-2,0,0,-0.72707975,0,0,0,0,0,0,0,,,,,,21.12,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,-13.5,-15.5,2023,11,REG,CHI,23,35,236,2,3,2,94,14,-2.1450546,1,0.9632653,0.049058292,2,3,0,0,-1.8942716,0,0,0,0,0,0,0,,,,,,13.74,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,82.5,80.5,2023,12,REG,GB,29,44,332,2,0,3,151,17,-5.440493,1,1.0440252,0.030844852,3,9,0,0,-5.2966285,0,0,0,0,0,0,0,,,,,,18.18,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,-36.5,-38.5,2023,13,REG,NO,16,25,213,2,0,1,101,9,8.439438,0,1.1899441,0.15678804,2,-2,0,0,-2.047681,0,0,0,0,0,0,0,,,,,,16.32,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,-88.5,-90.5,2023,14,REG,CHI,20,35,161,1,2,4,83,7,-6.335565,0,0.6764706,-0.028860858,1,0,0,0,-4.985145,0,0,0,0,0,0,0,,,,,,4.44,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,28.5,26.5,2023,15,REG,DEN,24,34,278,5,0,2,121,18,15.231728,0,0.95862067,0.24198657,0,0,0,0,,0,0,0,0,0,0,0,,,,,,31.12,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,7.5,5.5,2023,16,REG,MIN,30,40,257,1,0,1,160,16,14.274304,0,1.7248322,0.19080901,3,0,0,1,2.007334,0,0,0,0,0,0,0,,,,,,14.28,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,21.5,19.5,2023,17,REG,DAL,19,34,271,1,2,1,99,13,-1.6409642,0,1.2098215,0.020590665,0,0,0,0,,0,0,0,0,0,0,0,,,,,,10.84,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,70.5,68.5,2023,18,REG,MIN,23,32,320,2,0,1,172,13,10.874099,0,1.254902,0.19278122,0,0,0,0,,0,0,0,0,0,0,0,,,,,,20.8,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,27.5,25.5,2023,19,POST,LA,22,27,277,1,0,3,164,16,11.21838,0,2.147287,0.23857069,3,-3,0,0,0,0,0,0,0,0,0,0,,,,,,14.78,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,37.5,35.5,2023,20,POST,TB,30,43,287,2,0,2,154,18,8.110828,0,1.1254902,0.10067366,6,6,0,1,-2.6387153,0,0,0,0,0,0,0,,,,,,20.08,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,23.5,21.5,2023,21,POST,SF,25,41,273,1,0,2,122,16,6.998413,0,0.733871,0.09642505,0,0,0,0,,0,0,0,0,0,0,0,,,,,,14.92,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,-32.5,-34.5,2024,1,REG,LA,18,28,217,1,1,2,148,7,-4.8084564,0,1.1604278,-0.016695198,1,7,0,1,1.6095115,0,0,0,0,0,0,0,,,,,,11.38,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,57.5,55.5,2024,2,REG,TB,34,55,307,0,2,0,139,15,-13.668274,0,0.84109586,0.004486994,2,5,0,1,0.067362554,0,0,0,0,0,0,0,,,,,,8.78,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,-50.5,-52.5,2024,3,REG,ARI,18,23,199,2,1,2,101,11,5.869152,0,1.1117319,0.20422842,3,6,0,1,-0.9717621,0,0,0,0,0,0,0,,,,,,14.56,Lions
Jared Goff,DET,QB,-3,52.5,passing_yards,249.5,251.5,42.5,40.5,2024,4,REG,SEA,18,18,292,2,0,3,218,11,17.898407,0,3.945946,0.4157984,2,-2,0,0,0,1,1,7,1,5,2,1,1.724116,1.4,0.05263158,0.06329114,0.12325116,26.18,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,-0.5,-1.5,2023,1,REG,KC,22,35,253,1,0,1,109,11,6.543757,0,1.0630252,0.09554566,5,-1,0,1,-4.454753,0,0,0,0,0,0,0,,,,,,14.02,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,1.5,0.5,2023,2,REG,SEA,28,35,323,3,1,2,111,17,8.152202,0,1.1137931,0.2338361,0,0,0,0,,0,0,0,0,0,0,0,,,,,,22.92,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,-0.5,-1.5,2023,3,REG,ATL,22,33,243,1,1,0,66,11,2.72069,0,0.8933824,0.10485839,5,3,1,1,-2.0350802,0,0,0,0,0,0,0,,,,,,18.02,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,-0.5,-1.5,2023,4,REG,GB,19,28,210,1,1,2,96,11,2.4591234,0,1.1666666,0.09015599,2,10,0,1,-2.1262524,0,0,0,0,0,0,0,,,,,,11.4,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,1.5,0.5,2023,5,REG,CAR,20,28,236,3,0,2,121,11,5.771698,0,1.4842768,0.13909887,2,0,1,1,0.68131185,0,0,0,0,0,0,0,,,,,,27.44,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,0.5,-0.5,2023,6,REG,TB,30,44,353,2,0,3,172,16,17.925804,0,1.3074074,0.20126764,2,3,0,0,0.999712,0,0,0,0,0,0,0,,,,,,22.42,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,-1.5,-2.5,2023,7,REG,BAL,33,53,284,0,1,5,141,13,-12.379357,0,0.83284456,0.016896827,0,0,0,0,,0,0,0,0,0,0,0,,,,,,9.36,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,-0.5,-1.5,2023,8,REG,LV,26,37,272,1,1,0,176,17,2.3991141,0,1.5906433,0.17584822,2,-2,0,0,-2.0280478,0,0,0,0,0,0,0,,,,,,12.68,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,0.5,-0.5,2023,10,REG,LAC,23,33,333,2,0,0,174,13,14.82673,0,1.3591837,0.20246045,3,-2,0,0,-0.72707975,0,0,0,0,0,0,0,,,,,,21.12,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,0.5,-0.5,2023,11,REG,CHI,23,35,236,2,3,2,94,14,-2.1450546,1,0.9632653,0.049058292,2,3,0,0,-1.8942716,0,0,0,0,0,0,0,,,,,,13.74,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,0.5,-0.5,2023,12,REG,GB,29,44,332,2,0,3,151,17,-5.440493,1,1.0440252,0.030844852,3,9,0,0,-5.2966285,0,0,0,0,0,0,0,,,,,,18.18,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,0.5,-0.5,2023,13,REG,NO,16,25,213,2,0,1,101,9,8.439438,0,1.1899441,0.15678804,2,-2,0,0,-2.047681,0,0,0,0,0,0,0,,,,,,16.32,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,-0.5,-1.5,2023,14,REG,CHI,20,35,161,1,2,4,83,7,-6.335565,0,0.6764706,-0.028860858,1,0,0,0,-4.985145,0,0,0,0,0,0,0,,,,,,4.44,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,3.5,2.5,2023,15,REG,DEN,24,34,278,5,0,2,121,18,15.231728,0,0.95862067,0.24198657,0,0,0,0,,0,0,0,0,0,0,0,,,,,,31.12,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,-0.5,-1.5,2023,16,REG,MIN,30,40,257,1,0,1,160,16,14.274304,0,1.7248322,0.19080901,3,0,0,1,2.007334,0,0,0,0,0,0,0,,,,,,14.28,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,-0.5,-1.5,2023,17,REG,DAL,19,34,271,1,2,1,99,13,-1.6409642,0,1.2098215,0.020590665,0,0,0,0,,0,0,0,0,0,0,0,,,,,,10.84,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,0.5,-0.5,2023,18,REG,MIN,23,32,320,2,0,1,172,13,10.874099,0,1.254902,0.19278122,0,0,0,0,,0,0,0,0,0,0,0,,,,,,20.8,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,-0.5,-1.5,2023,19,POST,LA,22,27,277,1,0,3,164,16,11.21838,0,2.147287,0.23857069,3,-3,0,0,0,0,0,0,0,0,0,0,,,,,,14.78,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,0.5,-0.5,2023,20,POST,TB,30,43,287,2,0,2,154,18,8.110828,0,1.1254902,0.10067366,6,6,0,1,-2.6387153,0,0,0,0,0,0,0,,,,,,20.08,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,-0.5,-1.5,2023,21,POST,SF,25,41,273,1,0,2,122,16,6.998413,0,0.733871,0.09642505,0,0,0,0,,0,0,0,0,0,0,0,,,,,,14.92,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,-0.5,-1.5,2024,1,REG,LA,18,28,217,1,1,2,148,7,-4.8084564,0,1.1604278,-0.016695198,1,7,0,1,1.6095115,0,0,0,0,0,0,0,,,,,,11.38,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,-1.5,-2.5,2024,2,REG,TB,34,55,307,0,2,0,139,15,-13.668274,0,0.84109586,0.004486994,2,5,0,1,0.067362554,0,0,0,0,0,0,0,,,,,,8.78,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,0.5,-0.5,2024,3,REG,ARI,18,23,199,2,1,2,101,11,5.869152,0,1.1117319,0.20422842,3,6,0,1,-0.9717621,0,0,0,0,0,0,0,,,,,,14.56,Lions
Jared Goff,DET,QB,-3,52.5,passing_tds,1.5,2.5,0.5,-0.5,2024,4,REG,SEA,18,18,292,2,0,3,218,11,17.898407,0,3.945946,0.4157984,2,-2,0,0,0,1,1,7,1,5,2,1,1.724116,1.4,0.05263158,0.06329114,0.12325116,26.18,Lions
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2023,1,REG,NYG,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,4,77,0,37,40,3,5.6134586,2.0810812,0.16,0.2044199,0.38309392,7.7,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2023,2,REG,NYJ,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,11,13,143,0,94,63,7,10.991422,1.5212766,0.35135135,0.5497076,0.9118223,14.3,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2023,3,REG,ARI,0,0,0,0,0,0,0,0,,0,,,2,9,0,0,-0.038850896,4,7,53,0,52,15,2,-1.5186765,1.0192307,0.1891892,0.27513227,0.47637638,6.2,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2023,4,REG,NE,0,0,0,0,0,0,0,0,,0,,,1,12,0,1,0.74460304,4,6,36,1,54,8,2,0.36958724,0.6666667,0.16666667,0.23788546,0.41651982,10.8,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2023,5,REG,SF,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,5,49,0,45,19,1,2.6906948,1.0888889,0.1923077,0.14754099,0.39174023,4.9,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2023,6,REG,LAC,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,7,7,117,0,86,31,7,10.824293,1.3604652,0.23333333,0.3245283,0.57716984,11.7,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2023,8,REG,LA,0,0,0,0,0,0,0,0,,0,,,1,12,0,1,0.7913235,12,14,158,2,144,64,7,12.461698,1.0972222,0.4117647,0.49146757,0.9616744,29,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2023,9,REG,PHI,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,11,16,191,0,234,57,7,8.701958,0.8162393,0.36363637,0.55714285,0.93545455,17.1,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2023,10,REG,NYG,0,0,0,0,0,0,0,0,,0,,,1,14,1,1,1.7624221,11,14,151,1,157,42,6,9.103259,0.96178347,0.3181818,0.34204793,0.7167063,28.5,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2023,11,REG,CAR,0,0,0,0,0,0,0,0,,0,,,1,7,0,1,0.39747566,6,9,38,1,76,18,2,3.520977,0.5,0.225,0.2992126,0.5469488,10.5,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2023,12,REG,WAS,0,0,0,0,0,0,0,0,,0,,,1,0,0,0,-0.46657434,4,9,53,1,163,16,4,3.9143994,0.32515338,0.28125,0.34680852,0.66464096,13.3,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2023,13,REG,SEA,0,0,0,0,0,0,0,0,,0,,,2,30,0,1,2.157352,12,17,116,1,128,33,6,4.6839867,0.90625,0.425,0.558952,1.0287664,20.6,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2023,14,REG,PHI,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,6,10,71,1,95,35,4,4.688415,0.7473684,0.25641027,0.35714287,0.63461536,13.1,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2023,15,REG,BUF,0,0,0,0,0,0,0,0,,0,,,1,3,1,1,1.6097772,7,10,53,0,91,11,4,1.6973839,0.5824176,0.3125,0.40807176,0.75440025,11.6,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2023,16,REG,MIA,0,0,0,0,0,0,0,0,,0,,,2,14,0,0,0.9492366,6,10,118,1,76,64,4,9.459804,1.5526316,0.3125,0.42937854,0.76931494,19.2,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2023,17,REG,DET,0,0,0,0,0,0,0,0,,0,,,1,5,0,0,0.030401792,13,17,227,1,134,122,7,4.988945,1.6940298,0.45945945,0.344473,0.9303203,29.2,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2023,18,REG,WAS,0,0,0,0,0,0,0,0,,0,,,1,7,0,0,0.45119265,13,13,98,2,56,42,7,10.275383,1.75,0.325,0.26291078,0.6715376,22.5,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2023,19,POST,GB,0,0,0,0,0,0,0,0,,0,,,1,5,0,0,-0.32308108,9,17,110,0,204,35,7,-6.3665257,0.5392157,0.29310346,0.41547862,0.7304902,11.5,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2024,1,REG,CLE,0,0,0,0,0,0,0,0,,0,,,3,25,0,2,0.8322726,5,10,61,0,107,32,2,-2.2332177,0.57009345,0.32258064,0.42125985,0.77875286,8.6,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2024,2,REG,NO,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,7,90,1,95,57,3,1.5086893,0.94736844,0.17073171,0.2761628,0.4494115,15,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2024,3,REG,BAL,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,7,67,0,75,17,3,-2.8417764,0.8933333,0.14,0.16094421,0.32266095,4.7,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2024,4,REG,NYG,0,0,0,0,0,0,0,0,,0,,,3,8,0,0,-0.9928103,7,8,98,1,54,48,3,6.441047,1.8148148,0.30769232,0.375,0.7240385,16.6,Cowboys
CeeDee Lamb,DAL,WR,3.5,52.5,recieving_yards,79.5,82.5,,,2024,5,REG,PIT,0,0,0,0,0,0,0,0,,0,,,1,2,0,0,-0.36775556,5,9,62,0,57,21,2,-0.8813598,1.0877193,0.2195122,0.1993007,0.4687788,6.4,Cowboys
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2023,1,REG,KC,0,0,0,0,0,0,0,0,,0,,,7,42,0,2,0.31079715,2,2,18,0,-6,24,1,1.5094699,-3,0.0625,-0.02764977,0.074395165,6,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2023,2,REG,SEA,0,0,0,0,0,0,0,0,,0,,,7,17,0,1,-2.6989884,7,9,39,0,27,24,2,-6.580116,1.4444444,0.2647059,0.095744684,0.4640801,5.6,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2023,3,REG,ATL,0,0,0,0,0,0,0,0,,0,,,17,80,0,3,-3.0631661,1,2,2,0,-4,0,0,-0.6690584,-0.5,0.06451613,-0.014285714,0.08677419,8.2,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2023,4,REG,GB,0,0,0,0,0,0,0,0,,0,,,8,40,0,2,0.2634663,4,5,11,0,1,3,1,-1.5726595,11,0.18518518,0.005649718,0.2817326,5.1,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2023,7,REG,BAL,0,0,0,0,0,0,0,0,,0,,,11,68,1,3,1.2486157,9,10,58,0,4,57,3,-0.54444987,14.5,0.20408164,0.011142061,0.3139219,18.6,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2023,8,REG,LV,0,0,0,0,0,0,0,0,,0,,,26,152,1,5,-0.23376708,5,5,37,0,-7,44,4,2.462091,-5.285714,0.14705883,-0.04605263,0.1883514,24.9,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2023,10,REG,LAC,0,0,0,0,0,0,0,0,,0,,,14,77,2,4,4.200145,3,5,35,0,6,36,2,-1.1096256,5.8333335,0.15625,0.024590164,0.2515881,23.2,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2023,11,REG,CHI,0,0,0,0,0,0,0,0,,0,,,8,36,1,3,2.7578084,6,6,59,0,11,48,3,3.1637309,5.3636365,0.1875,0.046413504,0.31373945,15.5,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2023,12,REG,GB,0,0,0,0,0,0,0,0,,0,,,11,54,0,2,-0.9222726,4,8,19,0,15,12,1,-1.9323195,1.2666667,0.1904762,0.049668875,0.3204825,7.3,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2023,13,REG,NO,0,0,0,0,0,0,0,0,,0,,,8,60,0,1,1.5078913,1,2,-6,0,-10,2,0,-2.4196222,0.6,0.08,-0.05586592,0.08089385,5.4,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2023,14,REG,CHI,0,0,0,0,0,0,0,0,,0,,,11,66,1,3,-1.1057469,3,4,16,0,-8,20,1,-0.498109,-2,0.11764706,-0.03305785,0.15333009,14.2,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2023,15,REG,DEN,0,0,0,0,0,0,0,0,,0,,,11,100,1,5,4.963336,2,2,8,1,3,5,1,1.4521976,2.6666667,0.0625,0.010638298,0.10119681,22.8,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2023,16,REG,MIN,0,0,0,0,0,0,0,0,,0,,,15,80,2,3,-2.7364345,4,7,20,0,-20,34,1,-0.6879513,-1,0.17948718,-0.15037593,0.16396761,20,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2023,17,REG,DAL,0,0,0,0,0,0,0,0,,0,,,15,43,0,3,-7.6979237,1,3,0,0,-8,5,0,-3.3018014,0,0.09375,-0.032520324,0.11786077,4.3,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2023,18,REG,MIN,0,0,0,0,0,0,0,0,,0,,,13,30,1,2,-1.9747901,0,1,0,0,4,0,0,-0.42501166,0,0.032258064,0.016064256,0.059632078,9,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2023,19,POST,LA,0,0,0,0,0,0,0,0,,0,,,8,25,1,2,-1.0297453,4,4,43,0,-15,58,2,1.5097222,-2.8666666,0.15384616,-0.10869565,0.15468228,12.8,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2023,20,POST,TB,0,0,0,0,0,0,0,0,,0,,,9,74,1,2,4.330291,4,4,40,0,3,37,2,1.3048875,13.333333,0.0952381,0.011952192,0.15122367,17.4,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2023,21,POST,SF,0,0,0,0,0,0,0,0,,0,,,12,45,1,4,-4.027813,3,6,11,0,16,18,0,-2.6870677,0.6875,0.15,0.043126684,0.25518867,9.6,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2024,1,REG,LA,0,0,0,0,0,0,0,0,,0,,,11,40,1,3,1.7540249,4,6,34,0,1,54,2,0.50379986,34,0.21428572,0.005347594,0.3251719,13.4,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2024,2,REG,TB,0,0,0,0,0,0,0,0,,0,,,13,84,0,3,2.7636359,7,7,22,0,-8,30,2,-5.68248,-2.75,0.13207547,-0.021052632,0.18337637,10.6,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2024,3,REG,ARI,0,0,0,0,0,0,0,0,,0,,,16,83,0,4,0.84314066,0,0,0,0,0,0,0,,,,,,8.3,Lions
Jahmyr Gibbs,DET,RB,-3,52.5,rush+rec_tds,0.5,,,,2024,4,REG,SEA,0,0,0,0,0,0,0,0,,0,,,14,78,2,5,3.9664328,0,0,0,0,0,0,0,,,,,,19.8,Lions
David Montgomery,DET,RB,-3,52.5,rushing_yards,59.5,60.5,14.5,13.5,2023,1,REG,KC,0,0,0,0,0,0,0,0,,0,,,21,74,1,4,-2.0214589,0,0,0,0,0,0,0,,,,,,13.4,Lions
David Montgomery,DET,RB,-3,52.5,rushing_yards,59.5,60.5,7.5,6.5,2023,2,REG,SEA,0,0,0,0,0,0,0,0,,0,,,16,67,1,3,-5.766272,1,1,7,0,5,2,1,0.7480147,1.4,0.029411765,0.017730497,0.056528993,11.4,Lions
David Montgomery,DET,RB,-3,52.5,rushing_yards,59.5,60.5,61.5,60.5,2023,4,REG,GB,0,0,0,0,0,0,0,0,,0,,,32,121,3,9,3.665084,2,2,20,0,-7,27,1,1.4381614,-2.857143,0.074074075,-0.03954802,0.083427496,32.1,Lions
David Montgomery,DET,RB,-3,52.5,rushing_yards,59.5,60.5,49.5,48.5,2023,5,REG,CAR,0,0,0,0,0,0,0,0,,0,,,19,109,1,7,4.601134,2,6,20,0,3,28,1,-2.770492,6.6666665,0.22222222,0.018072288,0.34598392,18.9,Lions
David Montgomery,DET,RB,-3,52.5,rushing_yards,59.5,60.5,-45.5,-46.5,2023,6,REG,TB,0,0,0,0,0,0,0,0,,0,,,6,14,0,0,-1.866062,1,1,19,0,-7,26,1,1.0933067,-2.7142856,0.024390243,-0.024561403,0.019392384,3.3,Lions
