player,team,position,spread,over_under,market,ud_line,pp_line,ud_delta,pp_delta,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_first_downs,rushing_epa,receptions,targets,receiving_yards,receiving_tds,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,racr,target_share,air_yards_share,wopr,fantasy_points,team_long
Brandon Aiyuk,SF,WR,-3.5,47.5,recieving_yards,64.5,63.5,,,2023,22,POST,KC,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,6,49,0,88,14,3,2.4161177,0.5568182,0.16216215,0.28664497,0.4438947,4.9,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,recieving_yards,64.5,63.5,,,2024,1,REG,NYJ,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,2,5,28,0,58,1,2,2.2746978,0.4827586,0.1724138,0.20567375,0.40259233,2.8,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,recieving_yards,64.5,63.5,,,2024,2,REG,MIN,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,5,43,0,42,5,2,3.8737102,1.0238096,0.1388889,0.13680781,0.3040988,4.3,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,recieving_yards,64.5,63.5,,,2024,3,REG,LA,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,5,10,48,0,99,15,4,0.91654116,0.4848485,0.33333334,0.30182928,0.71128047,4.8,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,recieving_yards,64.5,63.5,,,2024,4,REG,NE,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,2,5,48,0,90,20,2,-2.6546857,0.53333336,0.1923077,0.24324325,0.4587318,4.8,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,recieving_yards,64.5,63.5,,,2024,5,REG,ARI,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,8,12,147,0,143,54,6,9.87623,1.027972,0.375,0.5017544,0.91372806,14.7,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2023,1,REG,PIT,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,8,8,129,2,109,20,8,17.65663,1.1834862,0.2857143,0.47391304,0.76031053,24.9,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2023,2,REG,LA,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,6,43,0,81,6,3,2.5975623,0.5308642,0.25,0.36,0.627,4.3,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2023,4,REG,ARI,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,6,6,148,0,129,19,6,10.005992,1.1472868,0.2857143,0.71270716,0.92746645,14.8,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2023,5,REG,DAL,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,7,58,0,104,11,3,2.157119,0.5576923,0.28,0.49289098,0.7650237,5.8,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2023,6,REG,CLE,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,10,76,0,158,47,2,-4.1003876,0.48101267,0.41666666,0.65833336,1.0858333,7.6,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2023,7,REG,MIN,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,5,6,57,0,52,15,3,4.5617795,1.0961539,0.20689656,0.21576764,0.46138218,5.7,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2023,8,REG,CIN,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,5,9,109,0,139,22,5,0.5430145,0.78417265,0.3,0.53667957,0.82567567,10.9,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2023,10,REG,JAX,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,3,55,1,51,4,3,6.268346,1.0784314,0.11111111,0.27272728,0.35757574,11.5,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2023,11,REG,TB,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,5,6,156,1,91,78,5,10.036344,1.7142857,0.24,0.45273632,0.6769154,21.6,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2023,12,REG,SEA,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,2,4,50,1,68,12,2,4.117459,0.7352941,0.13333334,0.25373134,0.37761194,11,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2023,13,REG,PHI,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,5,7,46,1,44,9,3,5.0771503,1.0454545,0.28,0.3188406,0.6431884,10.6,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2023,14,REG,SEA,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,6,9,126,0,134,34,5,-1.265415,0.9402985,0.33333334,0.49264705,0.8448529,10.6,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2023,15,REG,ARI,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,5,37,0,93,12,2,2.5305095,0.39784947,0.1923077,0.30592105,0.5026063,3.7,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2023,16,REG,BAL,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,6,7,113,0,78,49,4,9.539639,1.448718,0.1590909,0.2746479,0.43088987,11.3,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2023,17,REG,WAS,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,7,8,114,1,101,17,5,9.638957,1.1287129,0.2962963,0.54891306,0.82868356,17.4,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2023,18,REG,LA,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,4,25,0,35,7,2,2.4257689,0.71428573,0.16,0.1388889,0.33722222,2.5,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2023,20,POST,GB,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,6,32,0,59,10,3,1.1608145,0.5423729,0.16666667,0.21532847,0.40072992,3.2,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2023,21,POST,DET,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,8,68,1,134,3,3,4.7153745,0.5074627,0.26666668,0.471831,0.7302817,12.8,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2023,22,POST,KC,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,6,49,0,88,14,3,2.4161177,0.5568182,0.16216215,0.28664497,0.4438947,4.9,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2024,1,REG,NYJ,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,2,5,28,0,58,1,2,2.2746978,0.4827586,0.1724138,0.20567375,0.40259233,2.8,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2024,2,REG,MIN,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,5,43,0,42,5,2,3.8737102,1.0238096,0.1388889,0.13680781,0.3040988,4.3,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2024,3,REG,LA,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,5,10,48,0,99,15,4,0.91654116,0.4848485,0.33333334,0.30182928,0.71128047,4.8,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2024,4,REG,NE,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,2,5,48,0,90,20,2,-2.6546857,0.53333336,0.1923077,0.24324325,0.4587318,4.8,49ers
Brandon Aiyuk,SF,WR,-3.5,47.5,longest_reception,23.5,,,,2024,5,REG,ARI,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,8,12,147,0,143,54,6,9.87623,1.027972,0.375,0.5017544,0.91372806,14.7,49ers
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2023,1,REG,LA,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,5,47,1,76,11,2,3.4604816,0.6184211,0.20833333,0.6229508,0.74856555,10.7,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2023,2,REG,DET,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,6,6,75,0,68,7,4,7.3797016,1.1029412,0.16216215,0.30493274,0.45669615,7.5,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2023,3,REG,CAR,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,6,8,112,0,118,28,5,6.300973,0.9491525,0.22857143,0.38943896,0.6154644,11.2,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2023,4,REG,NYG,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,4,34,1,39,7,3,2.5287704,0.8717949,0.15384616,0.3046875,0.4440505,9.4,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2023,6,REG,CIN,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,9,69,0,147,25,4,-1.2199502,0.46938777,0.24324325,0.42608696,0.66312575,6.9,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2023,8,REG,CLE,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,5,14,67,0,156,14,3,-3.9179723,0.42948717,0.3888889,0.5591398,0.9747312,6.7,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2023,9,REG,BAL,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,1,4,50,0,52,27,1,-0.7614881,0.96153843,0.16,0.26530612,0.42571428,5,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2023,10,REG,WAS,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,7,12,98,0,137,42,6,1.0865518,0.71532845,0.2857143,0.53100777,0.8002769,9.8,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2023,11,REG,LA,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,5,9,94,1,130,24,4,5.52286,0.72307694,0.23684211,0.4024768,0.6369969,15.4,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2023,12,REG,SF,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,9,32,0,161,14,1,-4.0710645,0.19875777,0.33333334,0.55517244,0.8886207,3.2,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2023,13,REG,DAL,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,6,8,134,3,93,66,6,14.883605,1.4408603,0.21052632,0.38114753,0.5825927,31.4,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2023,14,REG,SF,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,2,5,52,1,111,16,2,0.6557939,0.46846846,0.16129032,0.47234043,0.5725738,11.2,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2023,15,REG,PHI,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,5,6,78,0,65,18,3,4.6241317,1.2,0.1875,0.2742616,0.47323313,7.8,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2023,16,REG,TEN,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,6,56,1,53,20,3,5.3763175,1.0566038,0.16666667,0.22844827,0.40991378,11.6,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2023,17,REG,PIT,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,5,8,106,0,77,45,4,4.9733515,1.3766234,0.24242425,0.3422222,0.6031919,10.6,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2023,18,REG,ARI,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,1,6,10,0,46,3,1,-4.1768456,0.2173913,0.23076923,0.2893082,0.5486696,1,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2024,1,REG,DEN,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,4,29,0,52,5,2,1.5774066,0.5576923,0.16,0.31137726,0.45796406,2.9,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2024,2,REG,NE,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,10,14,129,1,159,61,3,5.014765,0.8113208,0.3255814,0.43801653,0.7949837,18.9,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2024,3,REG,MIA,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,6,104,1,97,39,2,6.169254,1.0721649,0.18181819,0.50259066,0.62454075,16.4,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2024,4,REG,DET,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,7,12,104,0,133,31,4,-5.3079696,0.7819549,0.2264151,0.43606558,0.64486855,8.4,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,recieving_yards,66.5,,,,2024,5,REG,NYG,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,7,55,0,65,18,2,-4.2336426,0.84615386,0.17948718,0.32994923,0.50019526,3.5,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,-2,,2023,1,REG,LA,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,5,47,1,76,11,2,3.4604816,0.6184211,0.20833333,0.6229508,0.74856555,10.7,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,1,,2023,2,REG,DET,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,6,6,75,0,68,7,4,7.3797016,1.1029412,0.16216215,0.30493274,0.45669615,7.5,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,1,,2023,3,REG,CAR,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,6,8,112,0,118,28,5,6.300973,0.9491525,0.22857143,0.38943896,0.6154644,11.2,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,-2,,2023,4,REG,NYG,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,4,34,1,39,7,3,2.5287704,0.8717949,0.15384616,0.3046875,0.4440505,9.4,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,-1,,2023,6,REG,CIN,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,9,69,0,147,25,4,-1.2199502,0.46938777,0.24324325,0.42608696,0.66312575,6.9,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,0,,2023,8,REG,CLE,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,5,14,67,0,156,14,3,-3.9179723,0.42948717,0.3888889,0.5591398,0.9747312,6.7,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,-4,,2023,9,REG,BAL,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,1,4,50,0,52,27,1,-0.7614881,0.96153843,0.16,0.26530612,0.42571428,5,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,2,,2023,10,REG,WAS,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,7,12,98,0,137,42,6,1.0865518,0.71532845,0.2857143,0.53100777,0.8002769,9.8,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,0,,2023,11,REG,LA,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,5,9,94,1,130,24,4,5.52286,0.72307694,0.23684211,0.4024768,0.6369969,15.4,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,-2,,2023,12,REG,SF,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,9,32,0,161,14,1,-4.0710645,0.19875777,0.33333334,0.55517244,0.8886207,3.2,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,1,,2023,13,REG,DAL,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,6,8,134,3,93,66,6,14.883605,1.4408603,0.21052632,0.38114753,0.5825927,31.4,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,-3,,2023,14,REG,SF,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,2,5,52,1,111,16,2,0.6557939,0.46846846,0.16129032,0.47234043,0.5725738,11.2,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,0,,2023,15,REG,PHI,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,5,6,78,0,65,18,3,4.6241317,1.2,0.1875,0.2742616,0.47323313,7.8,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,-1,,2023,16,REG,TEN,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,6,56,1,53,20,3,5.3763175,1.0566038,0.16666667,0.22844827,0.40991378,11.6,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,0,,2023,17,REG,PIT,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,5,8,106,0,77,45,4,4.9733515,1.3766234,0.24242425,0.3422222,0.6031919,10.6,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,-4,,2023,18,REG,ARI,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,1,6,10,0,46,3,1,-4.1768456,0.2173913,0.23076923,0.2893082,0.5486696,1,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,-2,,2024,1,REG,DEN,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,4,29,0,52,5,2,1.5774066,0.5576923,0.16,0.31137726,0.45796406,2.9,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,5,,2024,2,REG,NE,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,10,14,129,1,159,61,3,5.014765,0.8113208,0.3255814,0.43801653,0.7949837,18.9,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,-1,,2024,3,REG,MIA,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,6,104,1,97,39,2,6.169254,1.0721649,0.18181819,0.50259066,0.62454075,16.4,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,2,,2024,4,REG,DET,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,7,12,104,0,133,31,4,-5.3079696,0.7819549,0.2264151,0.43606558,0.64486855,8.4,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,receptions,5,,-1,,2024,5,REG,NYG,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,7,55,0,65,18,2,-4.2336426,0.84615386,0.17948718,0.32994923,0.50019526,3.5,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2023,1,REG,LA,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,5,47,1,76,11,2,3.4604816,0.6184211,0.20833333,0.6229508,0.74856555,10.7,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2023,2,REG,DET,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,6,6,75,0,68,7,4,7.3797016,1.1029412,0.16216215,0.30493274,0.45669615,7.5,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2023,3,REG,CAR,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,6,8,112,0,118,28,5,6.300973,0.9491525,0.22857143,0.38943896,0.6154644,11.2,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2023,4,REG,NYG,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,4,34,1,39,7,3,2.5287704,0.8717949,0.15384616,0.3046875,0.4440505,9.4,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2023,6,REG,CIN,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,9,69,0,147,25,4,-1.2199502,0.46938777,0.24324325,0.42608696,0.66312575,6.9,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2023,8,REG,CLE,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,5,14,67,0,156,14,3,-3.9179723,0.42948717,0.3888889,0.5591398,0.9747312,6.7,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2023,9,REG,BAL,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,1,4,50,0,52,27,1,-0.7614881,0.96153843,0.16,0.26530612,0.42571428,5,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2023,10,REG,WAS,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,7,12,98,0,137,42,6,1.0865518,0.71532845,0.2857143,0.53100777,0.8002769,9.8,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2023,11,REG,LA,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,5,9,94,1,130,24,4,5.52286,0.72307694,0.23684211,0.4024768,0.6369969,15.4,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2023,12,REG,SF,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,9,32,0,161,14,1,-4.0710645,0.19875777,0.33333334,0.55517244,0.8886207,3.2,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2023,13,REG,DAL,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,6,8,134,3,93,66,6,14.883605,1.4408603,0.21052632,0.38114753,0.5825927,31.4,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2023,14,REG,SF,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,2,5,52,1,111,16,2,0.6557939,0.46846846,0.16129032,0.47234043,0.5725738,11.2,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2023,15,REG,PHI,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,5,6,78,0,65,18,3,4.6241317,1.2,0.1875,0.2742616,0.47323313,7.8,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2023,16,REG,TEN,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,6,56,1,53,20,3,5.3763175,1.0566038,0.16666667,0.22844827,0.40991378,11.6,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2023,17,REG,PIT,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,5,8,106,0,77,45,4,4.9733515,1.3766234,0.24242425,0.3422222,0.6031919,10.6,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2023,18,REG,ARI,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,1,6,10,0,46,3,1,-4.1768456,0.2173913,0.23076923,0.2893082,0.5486696,1,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2024,1,REG,DEN,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,4,29,0,52,5,2,1.5774066,0.5576923,0.16,0.31137726,0.45796406,2.9,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2024,2,REG,NE,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,10,14,129,1,159,61,3,5.014765,0.8113208,0.3255814,0.43801653,0.7949837,18.9,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2024,3,REG,MIA,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,6,104,1,97,39,2,6.169254,1.0721649,0.18181819,0.50259066,0.62454075,16.4,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2024,4,REG,DET,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,7,12,104,0,133,31,4,-5.3079696,0.7819549,0.2264151,0.43606558,0.64486855,8.4,Seahawks
DK Metcalf,SEA,WR,3.5,47.5,longest_reception,22.5,,,,2024,5,REG,NYG,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,7,55,0,65,18,2,-4.2336426,0.84615386,0.17948718,0.32994923,0.50019526,3.5,Seahawks
Jaxon Smith-Njigba,SEA,WR,3.5,47.5,rush+rec_yards,47.5,,,,2023,1,REG,LA,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,5,13,0,10,14,1,-3.0218866,1.3,0.20833333,0.08196721,0.36987704,1.3,Seahawks
Jaxon Smith-Njigba,SEA,WR,3.5,47.5,rush+rec_yards,47.5,,,,2023,2,REG,DET,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,5,6,34,0,15,24,1,-0.5849381,2.2666667,0.16216215,0.06726457,0.29032844,3.4,Seahawks
Jaxon Smith-Njigba,SEA,WR,3.5,47.5,rush+rec_yards,47.5,,,,2023,3,REG,CAR,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,1,3,10,0,13,13,0,-3.6542432,0.7692308,0.08571429,0.04290429,0.15860443,1,Seahawks
Jaxon Smith-Njigba,SEA,WR,3.5,47.5,rush+rec_yards,47.5,,,,2023,4,REG,NYG,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,6,5,0,26,14,0,-3.2879276,0.1923077,0.23076923,0.203125,0.48834133,0.5,Seahawks
Jaxon Smith-Njigba,SEA,WR,3.5,47.5,rush+rec_yards,47.5,,,,2023,6,REG,CIN,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,5,48,0,38,25,2,-0.3772955,1.2631578,0.13513513,0.11014493,0.27980414,4.8,Seahawks
Jaxon Smith-Njigba,SEA,WR,3.5,47.5,rush+rec_yards,47.5,,,,2023,7,REG,ARI,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,7,63,1,70,13,4,4.0658193,0.9,0.29166666,0.30567685,0.6514738,12.3,Seahawks
Jaxon Smith-Njigba,SEA,WR,3.5,47.5,rush+rec_yards,47.5,,,,2023,8,REG,CLE,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,4,36,1,0,38,2,3.1973042,0,0.11111111,0,0.16666667,9.6,Seahawks
Jaxon Smith-Njigba,SEA,WR,3.5,47.5,rush+rec_yards,47.5,,,,2023,9,REG,BAL,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,6,7,63,0,46,24,2,1.0351868,1.3695652,0.28,0.23469388,0.58428574,6.3,Seahawks
Jaxon Smith-Njigba,SEA,WR,3.5,47.5,rush+rec_yards,47.5,,,,2023,10,REG,WAS,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,4,5,53,0,-5,53,2,3.5975165,0,0.11904762,-0.019379845,0.16500553,5.3,Seahawks
Jaxon Smith-Njigba,SEA,WR,3.5,47.5,rush+rec_yards,47.5,,,,2023,11,REG,LA,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,3,6,40,0,119,2,2,-0.22036907,0.33613446,0.15789473,0.36842105,0.49473685,4,Seahawks
Jaxon Smith-Njigba,SEA,WR,3.5,47.5,rush+rec_yards,47.5,,,,2023,12,REG,SF,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,2,3,41,0,35,13,1,3.0558984,1.1714286,0.11111111,0.12068965,0.25114942,4.1,Seahawks
