player,team,position,spread,over_under,stat,etr_proj,etr_delta,ud_line,pp_line,ud_delta,pp_delta,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_first_downs,rushing_epa,receptions,targets,receiving_yards,receiving_tds,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,racr,target_share,air_yards_share,wopr,fantasy_points,team_long
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,-67.09,231.5,250.5,-62.5,-81.5,2023,1,REG,HOU,17,22,169,0,1,4,84,8,-4.415663,0,1.6568627,0.09615595,6,38,0,3,1.4454559,0,0,0,0,0,0,0,,,,,,6.56,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,0.91,231.5,250.5,5.5,-13.5,2023,2,REG,CIN,24,33,237,2,0,0,78,12,12.392854,0,0.79,0.17210026,12,54,0,3,-1.2977396,0,0,0,0,0,0,0,,,,,,22.88,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,-34.09,231.5,250.5,-29.5,-48.5,2023,3,REG,IND,22,31,202,0,0,4,92,7,-7.251347,0,1.0150753,0.07012126,14,101,2,8,7.7871084,0,0,0,0,0,0,0,,,,,,28.18,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,-50.09,231.5,250.5,-45.5,-64.5,2023,4,REG,CLE,15,19,186,2,0,3,85,8,6.872493,0,1.55,0.20100193,9,27,2,3,-2.3546202,0,0,0,0,0,0,0,,,,,,28.14,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,-0.09,231.5,250.5,4.5,-14.5,2023,5,REG,PIT,22,38,236,0,1,4,68,11,-13.225237,0,0.5592417,0.00743018,6,45,0,1,0.618271,0,0,0,0,0,0,0,,,,,,9.94,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,-13.09,231.5,250.5,-8.5,-27.5,2023,6,REG,TEN,21,30,223,1,1,1,123,9,5.846638,0,0.98237884,0.13855729,13,62,0,5,0.35780594,0,0,0,0,0,0,0,,,,,,17.12,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,120.91,231.5,250.5,125.5,106.5,2023,7,REG,DET,21,27,357,3,0,0,195,15,25.262836,0,1.6153846,0.30586916,9,36,1,3,-1.2632439,0,0,0,0,0,0,0,,,,,,33.88,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,-79.09,231.5,250.5,-74.5,-93.5,2023,8,REG,ARI,18,27,157,1,0,4,85,8,-4.98437,0,0.98125,0.029383933,5,17,0,1,-1.9565253,0,0,0,0,0,0,0,,,,,,11.98,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,-49.09,231.5,250.5,-44.5,-63.5,2023,9,REG,SEA,21,26,187,0,0,1,69,8,-3.1819174,0,0.7991453,0.14550714,10,60,0,5,3.3439221,0,0,0,0,0,0,0,,,,,,11.48,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,-13.09,231.5,250.5,-8.5,-27.5,2023,10,REG,CLE,13,23,223,1,2,3,116,9,-5.893444,0,0.9291667,0.039433826,8,41,0,1,-1.1692746,0,0,0,0,0,0,0,,,,,,13.02,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,27.91,231.5,250.5,32.5,13.5,2023,11,REG,CIN,16,26,264,2,0,3,150,9,8.243132,0,0.86557376,0.1830657,9,54,0,2,0.7070148,0,0,0,0,0,0,0,,,,,,23.96,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,-59.09,231.5,250.5,-54.5,-73.5,2023,12,REG,LAC,18,32,177,1,0,2,120,9,-3.5584433,0,1.0411764,-0.046113163,11,39,0,1,-3.243971,0,0,0,0,0,0,0,,,,,,14.98,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,79.91,231.5,250.5,84.5,65.5,2023,14,REG,LA,24,43,316,3,1,2,107,17,11.559826,1,0.5787546,0.134411,11,70,0,4,1.3243471,0,0,0,0,0,0,0,,,,,,31.64,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,-65.09,231.5,250.5,-60.5,-79.5,2023,15,REG,JAX,14,24,171,1,1,3,72,9,-3.5650446,0,0.88601035,0.0912026,12,97,0,5,5.405177,0,0,0,0,0,0,0,,,,,,18.54,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,15.91,231.5,250.5,20.5,1.5,2023,16,REG,SF,23,35,252,2,0,2,148,14,4.920349,0,1.4736842,0.10212468,7,45,0,2,1.3326515,0,0,0,0,0,0,0,,,,,,22.58,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,84.91,231.5,250.5,89.5,70.5,2023,17,REG,MIA,18,21,321,5,0,1,157,14,28.995928,0,1.3956522,0.47604644,6,35,0,1,-0.8766907,0,0,0,0,0,0,0,,,,,,36.34,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,-84.09,231.5,250.5,-79.5,-98.5,2023,20,POST,HOU,16,22,152,2,0,3,38,10,3.8987596,0,0.91566265,0.25801396,11,100,2,7,11.62181,0,0,0,0,0,0,0,,,,,,36.08,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,35.91,231.5,250.5,40.5,21.5,2023,21,POST,KC,20,37,272,1,1,4,133,11,-5.0304446,0,0.7906977,0.005012921,8,54,0,2,3.651432,1,1,13,0,-1,14,1,1.1597035,0,0.029411765,-0.002994012,0.042021837,17.58,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,36.91,231.5,250.5,41.5,22.5,2024,1,REG,KC,26,41,273,1,0,1,166,11,-2.4911597,0,1.0224719,0.028632868,16,122,0,7,5.008222,0,0,0,0,0,0,0,,,,,,25.12,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,10.91,231.5,250.5,15.5,-3.5,2024,2,REG,LV,21,34,247,1,1,2,99,14,0.9536016,0,0.8636364,0.046322435,5,45,0,0,-0.54183626,0,0,0,0,0,0,0,,,,,,16.38,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,-54.09,231.5,250.5,-49.5,-68.5,2024,3,REG,DAL,12,15,182,1,0,0,151,8,10.670858,0,3.8723404,0.2728274,14,87,1,6,6.8294754,0,0,0,0,0,0,0,,,,,,25.98,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,-80.09,231.5,250.5,-75.5,-94.5,2024,4,REG,BUF,13,18,156,2,0,1,92,9,9.182409,0,1.3565217,0.23637255,6,54,1,2,0.07575719,0,0,0,0,0,0,0,,,,,,23.64,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,111.91,231.5,250.5,116.5,97.5,2024,5,REG,CIN,26,42,348,4,0,1,166,18,21.248209,0,0.91099477,0.15062843,12,55,0,1,-6.307046,0,0,0,0,0,0,0,,,,,,33.42,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_yards,236.09,86.91,231.5,250.5,91.5,72.5,2024,6,REG,WAS,20,26,323,1,1,2,149,16,11.001632,0,1.2568094,0.2981372,11,40,0,3,-3.4764273,0,0,0,0,0,0,0,,,,,,18.92,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,-1.6,1.5,2,-1.5,-2,2023,1,REG,HOU,17,22,169,0,1,4,84,8,-4.415663,0,1.6568627,0.09615595,6,38,0,3,1.4454559,0,0,0,0,0,0,0,,,,,,6.56,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,0.4,1.5,2,0.5,0,2023,2,REG,CIN,24,33,237,2,0,0,78,12,12.392854,0,0.79,0.17210026,12,54,0,3,-1.2977396,0,0,0,0,0,0,0,,,,,,22.88,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,-1.6,1.5,2,-1.5,-2,2023,3,REG,IND,22,31,202,0,0,4,92,7,-7.251347,0,1.0150753,0.07012126,14,101,2,8,7.7871084,0,0,0,0,0,0,0,,,,,,28.18,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,0.4,1.5,2,0.5,0,2023,4,REG,CLE,15,19,186,2,0,3,85,8,6.872493,0,1.55,0.20100193,9,27,2,3,-2.3546202,0,0,0,0,0,0,0,,,,,,28.14,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,-1.6,1.5,2,-1.5,-2,2023,5,REG,PIT,22,38,236,0,1,4,68,11,-13.225237,0,0.5592417,0.00743018,6,45,0,1,0.618271,0,0,0,0,0,0,0,,,,,,9.94,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,-0.6,1.5,2,-0.5,-1,2023,6,REG,TEN,21,30,223,1,1,1,123,9,5.846638,0,0.98237884,0.13855729,13,62,0,5,0.35780594,0,0,0,0,0,0,0,,,,,,17.12,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,1.4,1.5,2,1.5,1,2023,7,REG,DET,21,27,357,3,0,0,195,15,25.262836,0,1.6153846,0.30586916,9,36,1,3,-1.2632439,0,0,0,0,0,0,0,,,,,,33.88,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,-0.6,1.5,2,-0.5,-1,2023,8,REG,ARI,18,27,157,1,0,4,85,8,-4.98437,0,0.98125,0.029383933,5,17,0,1,-1.9565253,0,0,0,0,0,0,0,,,,,,11.98,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,-1.6,1.5,2,-1.5,-2,2023,9,REG,SEA,21,26,187,0,0,1,69,8,-3.1819174,0,0.7991453,0.14550714,10,60,0,5,3.3439221,0,0,0,0,0,0,0,,,,,,11.48,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,-0.6,1.5,2,-0.5,-1,2023,10,REG,CLE,13,23,223,1,2,3,116,9,-5.893444,0,0.9291667,0.039433826,8,41,0,1,-1.1692746,0,0,0,0,0,0,0,,,,,,13.02,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,0.4,1.5,2,0.5,0,2023,11,REG,CIN,16,26,264,2,0,3,150,9,8.243132,0,0.86557376,0.1830657,9,54,0,2,0.7070148,0,0,0,0,0,0,0,,,,,,23.96,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,-0.6,1.5,2,-0.5,-1,2023,12,REG,LAC,18,32,177,1,0,2,120,9,-3.5584433,0,1.0411764,-0.046113163,11,39,0,1,-3.243971,0,0,0,0,0,0,0,,,,,,14.98,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,1.4,1.5,2,1.5,1,2023,14,REG,LA,24,43,316,3,1,2,107,17,11.559826,1,0.5787546,0.134411,11,70,0,4,1.3243471,0,0,0,0,0,0,0,,,,,,31.64,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,-0.6,1.5,2,-0.5,-1,2023,15,REG,JAX,14,24,171,1,1,3,72,9,-3.5650446,0,0.88601035,0.0912026,12,97,0,5,5.405177,0,0,0,0,0,0,0,,,,,,18.54,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,0.4,1.5,2,0.5,0,2023,16,REG,SF,23,35,252,2,0,2,148,14,4.920349,0,1.4736842,0.10212468,7,45,0,2,1.3326515,0,0,0,0,0,0,0,,,,,,22.58,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,3.4,1.5,2,3.5,3,2023,17,REG,MIA,18,21,321,5,0,1,157,14,28.995928,0,1.3956522,0.47604644,6,35,0,1,-0.8766907,0,0,0,0,0,0,0,,,,,,36.34,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,0.4,1.5,2,0.5,0,2023,20,POST,HOU,16,22,152,2,0,3,38,10,3.8987596,0,0.91566265,0.25801396,11,100,2,7,11.62181,0,0,0,0,0,0,0,,,,,,36.08,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,-0.6,1.5,2,-0.5,-1,2023,21,POST,KC,20,37,272,1,1,4,133,11,-5.0304446,0,0.7906977,0.005012921,8,54,0,2,3.651432,1,1,13,0,-1,14,1,1.1597035,0,0.029411765,-0.002994012,0.042021837,17.58,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,-0.6,1.5,2,-0.5,-1,2024,1,REG,KC,26,41,273,1,0,1,166,11,-2.4911597,0,1.0224719,0.028632868,16,122,0,7,5.008222,0,0,0,0,0,0,0,,,,,,25.12,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,-0.6,1.5,2,-0.5,-1,2024,2,REG,LV,21,34,247,1,1,2,99,14,0.9536016,0,0.8636364,0.046322435,5,45,0,0,-0.54183626,0,0,0,0,0,0,0,,,,,,16.38,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,-0.6,1.5,2,-0.5,-1,2024,3,REG,DAL,12,15,182,1,0,0,151,8,10.670858,0,3.8723404,0.2728274,14,87,1,6,6.8294754,0,0,0,0,0,0,0,,,,,,25.98,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,0.4,1.5,2,0.5,0,2024,4,REG,BUF,13,18,156,2,0,1,92,9,9.182409,0,1.3565217,0.23637255,6,54,1,2,0.07575719,0,0,0,0,0,0,0,,,,,,23.64,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,2.4,1.5,2,2.5,2,2024,5,REG,CIN,26,42,348,4,0,1,166,18,21.248209,0,0.91099477,0.15062843,12,55,0,1,-6.307046,0,0,0,0,0,0,0,,,,,,33.42,Ravens
Lamar Jackson,BAL,QB,-9.5,42,passing_tds,1.6,-0.6,1.5,2,-0.5,-1,2024,6,REG,WAS,20,26,323,1,1,2,149,16,11.001632,0,1.2568094,0.2981372,11,40,0,3,-3.4764273,0,0,0,0,0,0,0,,,,,,18.92,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,-7.86,28.5,28.5,-6.5,-6.5,2023,1,REG,HOU,17,22,169,0,1,4,84,8,-4.415663,0,1.6568627,0.09615595,6,38,0,3,1.4454559,0,0,0,0,0,0,0,,,,,,6.56,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,3.14,28.5,28.5,4.5,4.5,2023,2,REG,CIN,24,33,237,2,0,0,78,12,12.392854,0,0.79,0.17210026,12,54,0,3,-1.2977396,0,0,0,0,0,0,0,,,,,,22.88,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,1.14,28.5,28.5,2.5,2.5,2023,3,REG,IND,22,31,202,0,0,4,92,7,-7.251347,0,1.0150753,0.07012126,14,101,2,8,7.7871084,0,0,0,0,0,0,0,,,,,,28.18,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,-10.86,28.5,28.5,-9.5,-9.5,2023,4,REG,CLE,15,19,186,2,0,3,85,8,6.872493,0,1.55,0.20100193,9,27,2,3,-2.3546202,0,0,0,0,0,0,0,,,,,,28.14,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,8.14,28.5,28.5,9.5,9.5,2023,5,REG,PIT,22,38,236,0,1,4,68,11,-13.225237,0,0.5592417,0.00743018,6,45,0,1,0.618271,0,0,0,0,0,0,0,,,,,,9.94,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,0.14,28.5,28.5,1.5,1.5,2023,6,REG,TEN,21,30,223,1,1,1,123,9,5.846638,0,0.98237884,0.13855729,13,62,0,5,0.35780594,0,0,0,0,0,0,0,,,,,,17.12,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,-2.86,28.5,28.5,-1.5,-1.5,2023,7,REG,DET,21,27,357,3,0,0,195,15,25.262836,0,1.6153846,0.30586916,9,36,1,3,-1.2632439,0,0,0,0,0,0,0,,,,,,33.88,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,-2.86,28.5,28.5,-1.5,-1.5,2023,8,REG,ARI,18,27,157,1,0,4,85,8,-4.98437,0,0.98125,0.029383933,5,17,0,1,-1.9565253,0,0,0,0,0,0,0,,,,,,11.98,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,-3.86,28.5,28.5,-2.5,-2.5,2023,9,REG,SEA,21,26,187,0,0,1,69,8,-3.1819174,0,0.7991453,0.14550714,10,60,0,5,3.3439221,0,0,0,0,0,0,0,,,,,,11.48,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,-6.86,28.5,28.5,-5.5,-5.5,2023,10,REG,CLE,13,23,223,1,2,3,116,9,-5.893444,0,0.9291667,0.039433826,8,41,0,1,-1.1692746,0,0,0,0,0,0,0,,,,,,13.02,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,-3.86,28.5,28.5,-2.5,-2.5,2023,11,REG,CIN,16,26,264,2,0,3,150,9,8.243132,0,0.86557376,0.1830657,9,54,0,2,0.7070148,0,0,0,0,0,0,0,,,,,,23.96,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,2.14,28.5,28.5,3.5,3.5,2023,12,REG,LAC,18,32,177,1,0,2,120,9,-3.5584433,0,1.0411764,-0.046113163,11,39,0,1,-3.243971,0,0,0,0,0,0,0,,,,,,14.98,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,13.14,28.5,28.5,14.5,14.5,2023,14,REG,LA,24,43,316,3,1,2,107,17,11.559826,1,0.5787546,0.134411,11,70,0,4,1.3243471,0,0,0,0,0,0,0,,,,,,31.64,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,-5.86,28.5,28.5,-4.5,-4.5,2023,15,REG,JAX,14,24,171,1,1,3,72,9,-3.5650446,0,0.88601035,0.0912026,12,97,0,5,5.405177,0,0,0,0,0,0,0,,,,,,18.54,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,5.14,28.5,28.5,6.5,6.5,2023,16,REG,SF,23,35,252,2,0,2,148,14,4.920349,0,1.4736842,0.10212468,7,45,0,2,1.3326515,0,0,0,0,0,0,0,,,,,,22.58,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,-8.86,28.5,28.5,-7.5,-7.5,2023,17,REG,MIA,18,21,321,5,0,1,157,14,28.995928,0,1.3956522,0.47604644,6,35,0,1,-0.8766907,0,0,0,0,0,0,0,,,,,,36.34,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,-7.86,28.5,28.5,-6.5,-6.5,2023,20,POST,HOU,16,22,152,2,0,3,38,10,3.8987596,0,0.91566265,0.25801396,11,100,2,7,11.62181,0,0,0,0,0,0,0,,,,,,36.08,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,7.14,28.5,28.5,8.5,8.5,2023,21,POST,KC,20,37,272,1,1,4,133,11,-5.0304446,0,0.7906977,0.005012921,8,54,0,2,3.651432,1,1,13,0,-1,14,1,1.1597035,0,0.029411765,-0.002994012,0.042021837,17.58,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,11.14,28.5,28.5,12.5,12.5,2024,1,REG,KC,26,41,273,1,0,1,166,11,-2.4911597,0,1.0224719,0.028632868,16,122,0,7,5.008222,0,0,0,0,0,0,0,,,,,,25.12,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,4.14,28.5,28.5,5.5,5.5,2024,2,REG,LV,21,34,247,1,1,2,99,14,0.9536016,0,0.8636364,0.046322435,5,45,0,0,-0.54183626,0,0,0,0,0,0,0,,,,,,16.38,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,-14.86,28.5,28.5,-13.5,-13.5,2024,3,REG,DAL,12,15,182,1,0,0,151,8,10.670858,0,3.8723404,0.2728274,14,87,1,6,6.8294754,0,0,0,0,0,0,0,,,,,,25.98,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,-11.86,28.5,28.5,-10.5,-10.5,2024,4,REG,BUF,13,18,156,2,0,1,92,9,9.182409,0,1.3565217,0.23637255,6,54,1,2,0.07575719,0,0,0,0,0,0,0,,,,,,23.64,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,12.14,28.5,28.5,13.5,13.5,2024,5,REG,CIN,26,42,348,4,0,1,166,18,21.248209,0,0.91099477,0.15062843,12,55,0,1,-6.307046,0,0,0,0,0,0,0,,,,,,33.42,Ravens
Lamar Jackson,BAL,QB,-9.5,42,attempts,29.86,-3.86,28.5,28.5,-2.5,-2.5,2024,6,REG,WAS,20,26,323,1,1,2,149,16,11.001632,0,1.2568094,0.2981372,11,40,0,3,-3.4764273,0,0,0,0,0,0,0,,,,,,18.92,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,-2.93,19.5,19.5,-2.5,-2.5,2023,1,REG,HOU,17,22,169,0,1,4,84,8,-4.415663,0,1.6568627,0.09615595,6,38,0,3,1.4454559,0,0,0,0,0,0,0,,,,,,6.56,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,4.07,19.5,19.5,4.5,4.5,2023,2,REG,CIN,24,33,237,2,0,0,78,12,12.392854,0,0.79,0.17210026,12,54,0,3,-1.2977396,0,0,0,0,0,0,0,,,,,,22.88,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,2.07,19.5,19.5,2.5,2.5,2023,3,REG,IND,22,31,202,0,0,4,92,7,-7.251347,0,1.0150753,0.07012126,14,101,2,8,7.7871084,0,0,0,0,0,0,0,,,,,,28.18,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,-4.93,19.5,19.5,-4.5,-4.5,2023,4,REG,CLE,15,19,186,2,0,3,85,8,6.872493,0,1.55,0.20100193,9,27,2,3,-2.3546202,0,0,0,0,0,0,0,,,,,,28.14,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,2.07,19.5,19.5,2.5,2.5,2023,5,REG,PIT,22,38,236,0,1,4,68,11,-13.225237,0,0.5592417,0.00743018,6,45,0,1,0.618271,0,0,0,0,0,0,0,,,,,,9.94,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,1.07,19.5,19.5,1.5,1.5,2023,6,REG,TEN,21,30,223,1,1,1,123,9,5.846638,0,0.98237884,0.13855729,13,62,0,5,0.35780594,0,0,0,0,0,0,0,,,,,,17.12,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,1.07,19.5,19.5,1.5,1.5,2023,7,REG,DET,21,27,357,3,0,0,195,15,25.262836,0,1.6153846,0.30586916,9,36,1,3,-1.2632439,0,0,0,0,0,0,0,,,,,,33.88,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,-1.93,19.5,19.5,-1.5,-1.5,2023,8,REG,ARI,18,27,157,1,0,4,85,8,-4.98437,0,0.98125,0.029383933,5,17,0,1,-1.9565253,0,0,0,0,0,0,0,,,,,,11.98,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,1.07,19.5,19.5,1.5,1.5,2023,9,REG,SEA,21,26,187,0,0,1,69,8,-3.1819174,0,0.7991453,0.14550714,10,60,0,5,3.3439221,0,0,0,0,0,0,0,,,,,,11.48,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,-6.93,19.5,19.5,-6.5,-6.5,2023,10,REG,CLE,13,23,223,1,2,3,116,9,-5.893444,0,0.9291667,0.039433826,8,41,0,1,-1.1692746,0,0,0,0,0,0,0,,,,,,13.02,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,-3.93,19.5,19.5,-3.5,-3.5,2023,11,REG,CIN,16,26,264,2,0,3,150,9,8.243132,0,0.86557376,0.1830657,9,54,0,2,0.7070148,0,0,0,0,0,0,0,,,,,,23.96,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,-1.93,19.5,19.5,-1.5,-1.5,2023,12,REG,LAC,18,32,177,1,0,2,120,9,-3.5584433,0,1.0411764,-0.046113163,11,39,0,1,-3.243971,0,0,0,0,0,0,0,,,,,,14.98,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,4.07,19.5,19.5,4.5,4.5,2023,14,REG,LA,24,43,316,3,1,2,107,17,11.559826,1,0.5787546,0.134411,11,70,0,4,1.3243471,0,0,0,0,0,0,0,,,,,,31.64,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,-5.93,19.5,19.5,-5.5,-5.5,2023,15,REG,JAX,14,24,171,1,1,3,72,9,-3.5650446,0,0.88601035,0.0912026,12,97,0,5,5.405177,0,0,0,0,0,0,0,,,,,,18.54,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,3.07,19.5,19.5,3.5,3.5,2023,16,REG,SF,23,35,252,2,0,2,148,14,4.920349,0,1.4736842,0.10212468,7,45,0,2,1.3326515,0,0,0,0,0,0,0,,,,,,22.58,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,-1.93,19.5,19.5,-1.5,-1.5,2023,17,REG,MIA,18,21,321,5,0,1,157,14,28.995928,0,1.3956522,0.47604644,6,35,0,1,-0.8766907,0,0,0,0,0,0,0,,,,,,36.34,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,-3.93,19.5,19.5,-3.5,-3.5,2023,20,POST,HOU,16,22,152,2,0,3,38,10,3.8987596,0,0.91566265,0.25801396,11,100,2,7,11.62181,0,0,0,0,0,0,0,,,,,,36.08,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,0.07,19.5,19.5,0.5,0.5,2023,21,POST,KC,20,37,272,1,1,4,133,11,-5.0304446,0,0.7906977,0.005012921,8,54,0,2,3.651432,1,1,13,0,-1,14,1,1.1597035,0,0.029411765,-0.002994012,0.042021837,17.58,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,6.07,19.5,19.5,6.5,6.5,2024,1,REG,KC,26,41,273,1,0,1,166,11,-2.4911597,0,1.0224719,0.028632868,16,122,0,7,5.008222,0,0,0,0,0,0,0,,,,,,25.12,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,1.07,19.5,19.5,1.5,1.5,2024,2,REG,LV,21,34,247,1,1,2,99,14,0.9536016,0,0.8636364,0.046322435,5,45,0,0,-0.54183626,0,0,0,0,0,0,0,,,,,,16.38,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,-7.93,19.5,19.5,-7.5,-7.5,2024,3,REG,DAL,12,15,182,1,0,0,151,8,10.670858,0,3.8723404,0.2728274,14,87,1,6,6.8294754,0,0,0,0,0,0,0,,,,,,25.98,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,-6.93,19.5,19.5,-6.5,-6.5,2024,4,REG,BUF,13,18,156,2,0,1,92,9,9.182409,0,1.3565217,0.23637255,6,54,1,2,0.07575719,0,0,0,0,0,0,0,,,,,,23.64,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,6.07,19.5,19.5,6.5,6.5,2024,5,REG,CIN,26,42,348,4,0,1,166,18,21.248209,0,0.91099477,0.15062843,12,55,0,1,-6.307046,0,0,0,0,0,0,0,,,,,,33.42,Ravens
Lamar Jackson,BAL,QB,-9.5,42,completions,19.93,0.07,19.5,19.5,0.5,0.5,2024,6,REG,WAS,20,26,323,1,1,2,149,16,11.001632,0,1.2568094,0.2981372,11,40,0,3,-3.4764273,0,0,0,0,0,0,0,,,,,,18.92,Ravens
